,County,Date,Temperature,Precipitation,Is_Burned,X,Y,FireDiscoveryDateTime,InitialLatitude,InitialLongitude,IncidentSize,FireCause
0,Baker,201001,31.0,0.095,0.0,,,,,,,
1,Baker,201002,32.7,0.056,0.0,,,,,,,
2,Baker,201003,37.0,0.04733333333333333,0.0,,,,,,,
3,Baker,201004,41.1,0.09266666666666666,0.0,,,,,,,
4,Baker,201005,45.3,0.08666666666666667,0.0,,,,,,,
5,Baker,201006,55.7,0.13566666666666669,0.0,,,,,,,
6,Baker,201007,65.2,0.013000000000000001,0.0,,,,,,,
7,Baker,201008,63.9,0.013333333333333334,0.0,,,,,,,
8,Baker,201009,58.2,0.014333333333333332,0.0,,,,,,,
9,Baker,201010,49.1,0.06699999999999999,0.0,,,,,,,
10,Baker,201011,33.1,0.08166666666666668,0.0,,,,,,,
11,Baker,201012,28.4,0.16233333333333333,0.0,,,,,,,
12,Baker,201101,26.5,0.077,0.0,,,,,,,
13,Baker,201102,28.6,0.059000000000000004,0.0,,,,,,,
14,Baker,201103,35.2,0.152,0.0,,,,,,,
15,Baker,201104,37.7,0.061666666666666675,0.0,,,,,,,
16,Baker,201105,46.2,0.12433333333333335,0.0,,,,,,,
17,Baker,201106,54.1,0.05566666666666666,0.0,,,,,,,
18,Baker,201107,64.0,0.010333333333333332,0.0,,,,,,,
19,Baker,201108,68.1,0.003,0.0,,,,,,,
20,Baker,201109,62.6,0.001,0.0,,,,,,,
21,Baker,201110,47.0,0.06533333333333333,0.0,,,,,,,
22,Baker,201111,32.3,0.057333333333333326,0.0,,,,,,,
23,Baker,201112,28.2,0.051333333333333335,0.0,,,,,,,
24,Baker,201201,29.3,0.09966666666666668,0.0,,,,,,,
25,Baker,201202,30.9,0.057666666666666665,0.0,,,,,,,
26,Baker,201203,37.8,0.11033333333333334,0.0,,,,,,,
27,Baker,201204,45.3,0.081,0.0,,,,,,,
28,Baker,201205,50.0,0.04833333333333333,0.0,,,,,,,
29,Baker,201206,56.4,0.058666666666666666,0.0,,,,,,,
30,Baker,201207,69.3,0.023,0.0,,,,,,,
31,Baker,201208,69.4,0.0026666666666666666,0.0,,,,,,,
32,Baker,201209,61.3,0.006,0.0,,,,,,,
33,Baker,201210,45.6,0.07,0.0,,,,,,,
34,Baker,201211,37.2,0.077,0.0,,,,,,,
35,Baker,201212,27.0,0.08966666666666666,0.0,,,,,,,
36,Baker,201301,21.6,0.07466666666666667,0.0,,,,,,,
37,Baker,201302,31.1,0.044333333333333336,0.0,,,,,,,
38,Baker,201303,38.0,0.03333333333333333,0.0,,,,,,,
39,Baker,201304,42.8,0.03833333333333333,0.0,,,,,,,
40,Baker,201305,52.4,0.05566666666666666,0.0,,,,,,,
41,Baker,201306,59.4,0.06266666666666666,0.0,,,,,,,
42,Baker,201307,71.0,0.011333333333333334,0.0,,,,,,,
43,Baker,201308,69.0,0.02866666666666667,0.0,,,,,,,
44,Baker,201309,57.6,0.10366666666666666,0.0,,,,,,,
45,Baker,201310,44.4,0.016,0.0,,,,,,,
46,Baker,201311,36.0,0.057333333333333326,0.0,,,,,,,
47,Baker,201312,23.3,0.060333333333333336,0.0,,,,,,,
48,Baker,201401,29.9,0.05366666666666667,0.0,,,,,,,
49,Baker,201402,31.0,0.11133333333333333,0.0,,,,,,,
50,Baker,201403,39.2,0.12033333333333332,0.0,,,,,,,
51,Baker,201404,43.9,0.058666666666666666,1.0,-118.186013574,44.7191058590001,2014/04/13 23:15:00+00,,,0.9,Human
52,Baker,201405,52.4,0.033,1.0,-117.53401344299999,44.6472059160001,2014/05/31 22:50:00+00,,,,
53,Baker,201406,57.5,0.03,1.0,-118.03701354799999,44.7217058730001,2014/06/02 00:20:59+00,,,,Human
54,Baker,201406,57.5,0.03,1.0,-118.21501358399999,44.747705858000096,2014/06/01 18:53:59+00,,,0.3,Natural
55,Baker,201406,57.5,0.03,1.0,-118.313013539,44.4141058230001,2014/06/01 21:51:00+00,,,12.0,Natural
56,Baker,201406,57.5,0.03,1.0,-117.25601333799999,44.354405918999994,2014/06/11 19:28:59+00,,,,
57,Baker,201406,57.5,0.03,1.0,-117.07401338,44.755005968,2014/06/13 21:39:00+00,,,,
58,Baker,201406,57.5,0.03,1.0,-117.228013325,44.309405918,2014/06/24 14:45:59+00,,,1312.0,Human
59,Baker,201406,57.5,0.03,1.0,-117.366013395,44.5536059240001,2014/06/22 01:06:59+00,,,,
60,Baker,201407,72.0,0.008666666666666666,1.0,-117.209013453,45.010805976,2014/07/23 14:07:59+00,,,0.1,Natural
61,Baker,201407,72.0,0.008666666666666666,1.0,-117.972013539,44.73470588,2014/07/23 14:19:59+00,,,0.1,Natural
62,Baker,201407,72.0,0.008666666666666666,1.0,-117.097013437,45.034205988000096,2014/07/24 16:31:59+00,,,0.1,Natural
63,Baker,201407,72.0,0.008666666666666666,1.0,-117.299013448,44.897205958,2014/07/23 12:36:00+00,,,0.1,Natural
64,Baker,201407,72.0,0.008666666666666666,1.0,-117.345013491,45.075305968000094,2014/07/29 19:24:00+00,,,0.8,Natural
65,Baker,201407,72.0,0.008666666666666666,1.0,-116.94201341700001,45.078306006999995,2014/07/23 15:36:00+00,,,0.1,Natural
66,Baker,201407,72.0,0.008666666666666666,1.0,-117.479013397,44.45030590500011,2014/07/23 23:50:00+00,,,1516.0,Natural
67,Baker,201407,72.0,0.008666666666666666,1.0,-118.35601355600001,44.463005823000096,2014/07/10 01:09:00+00,,,0.1,Natural
68,Baker,201407,72.0,0.008666666666666666,1.0,-118.305013536,44.403905823000095,2014/07/30 14:55:59+00,,,0.1,Human
69,Baker,201407,72.0,0.008666666666666666,1.0,-116.876013399,45.049106011000006,2014/07/23 06:43:59+00,,,0.1,Natural
70,Baker,201407,72.0,0.008666666666666666,1.0,-118.496013624,44.694805826999996,2014/07/23 18:06:00+00,,,0.1,Natural
71,Baker,201407,72.0,0.008666666666666666,1.0,-117.92601349799999,44.5648058720001,2014/07/12 20:18:00+00,,,0.3,Natural
72,Baker,201407,72.0,0.008666666666666666,1.0,-117.752013499,44.7336059020001,2014/07/17 17:05:00+00,,,3320.0,Undetermined
73,Baker,201407,72.0,0.008666666666666666,1.0,-117.65601347200001,44.681705907,2014/07/20 06:04:00+00,,,,
74,Baker,201407,72.0,0.008666666666666666,1.0,-117.533013412,44.4836059030001,2014/07/23 15:30:00+00,,,,
75,Baker,201407,72.0,0.008666666666666666,1.0,-117.50901340600001,44.47000590400009,2014/07/23 14:29:59+00,,,,
76,Baker,201407,72.0,0.008666666666666666,1.0,-117.413013401,44.537205918999994,2014/07/23 02:05:00+00,,,,
77,Baker,201407,72.0,0.008666666666666666,1.0,-117.521013403,44.4425059010001,2014/07/23 06:27:59+00,,,,
78,Baker,201407,72.0,0.008666666666666666,1.0,-117.67301349700001,44.7972059140001,2014/07/07 22:44:59+00,,,,
79,Baker,201408,66.8,0.02666666666666667,1.0,-118.20501360700001,44.8747058690001,2014/08/01 00:08:59+00,,,0.1,Natural
80,Baker,201408,66.8,0.02666666666666667,1.0,-116.991013412,45.005205996,2014/08/15 20:00:00+00,,,0.1,Natural
81,Baker,201408,66.8,0.02666666666666667,1.0,-117.27301346899999,45.029505971000006,2014/08/03 22:25:59+00,,,0.8,Natural
82,Baker,201408,66.8,0.02666666666666667,1.0,-118.00301353200001,44.668905871999996,2014/08/07 01:44:00+00,,,0.1,Human
83,Baker,201408,66.8,0.02666666666666667,1.0,-117.06501342799999,45.01670599,2014/08/25 01:51:59+00,,,0.1,Natural
84,Baker,201408,66.8,0.02666666666666667,1.0,-118.002013525,44.63350587000011,2014/08/14 11:32:00+00,,,0.1,Natural
85,Baker,201408,66.8,0.02666666666666667,1.0,-118.288013566,44.579305838,2014/08/03 03:08:59+00,,,0.1,Natural
86,Baker,201408,66.8,0.02666666666666667,1.0,-118.265013506,44.283305818,2014/08/02 20:21:00+00,,,0.1,Natural
87,Baker,201408,66.8,0.02666666666666667,1.0,-117.864013479,44.51960587399999,2014/08/02 18:27:59+00,,,0.1,Natural
88,Baker,201408,66.8,0.02666666666666667,1.0,-117.33801345299999,44.8888059540001,2014/08/03 04:15:59+00,,,0.2,Natural
89,Baker,201408,66.8,0.02666666666666667,1.0,-117.716013505,44.79780591000011,2014/08/01 15:00:00+00,,,,
90,Baker,201408,66.8,0.02666666666666667,1.0,-117.33501341799999,44.70720594000011,2014/08/14 18:27:00+00,,,,
91,Baker,201408,66.8,0.02666666666666667,1.0,-116.848013385,45.00000601,2014/08/24 02:19:59+00,,,,
92,Baker,201408,66.8,0.02666666666666667,1.0,-117.450013409,44.5447059160001,2014/08/02 14:05:00+00,,,,
93,Baker,201408,66.8,0.02666666666666667,1.0,-117.40001340200001,44.55470592100001,2014/08/02 17:39:59+00,,,,
94,Baker,201408,66.8,0.02666666666666667,1.0,-117.07101337700001,44.743105968000094,2014/08/05 16:49:00+00,,,,
95,Baker,201408,66.8,0.02666666666666667,1.0,-117.36701340399999,44.598105928000095,2014/08/02 17:15:00+00,,,,
96,Baker,201408,66.8,0.02666666666666667,1.0,-117.45001340799999,44.5383059150001,2014/08/02 14:00:00+00,,,,
97,Baker,201408,66.8,0.02666666666666667,1.0,-117.81901348,44.5678058820001,2014/08/25 01:54:00+00,,,,
98,Baker,201408,66.8,0.02666666666666667,1.0,-117.504013406,44.4767059050001,2014/08/14 09:26:00+00,,,,
99,Baker,201409,59.8,0.017666666666666667,1.0,-118.185013605,44.8812058710001,2014/09/20 02:07:59+00,,,0.1,Human
100,Baker,201409,59.8,0.017666666666666667,1.0,-118.456013611,44.664405828,2014/09/24 21:10:00+00,,,0.1,Natural
101,Baker,201409,59.8,0.017666666666666667,1.0,-118.42001353299999,44.280005803000094,2014/09/10 00:00:00+00,,,0.5,Human
102,Baker,201409,59.8,0.017666666666666667,1.0,-117.915013535,44.77130588900009,2014/09/19 16:53:00+00,,,0.1,Human
103,Baker,201409,59.8,0.017666666666666667,1.0,-116.973013421,45.0697060030001,2014/09/06 19:44:00+00,,,0.1,Natural
104,Baker,201409,59.8,0.017666666666666667,1.0,-117.75001351200001,44.804705907,2014/09/07 23:34:00+00,,,,
105,Baker,201409,59.8,0.017666666666666667,1.0,-117.354013383,44.4978059210001,2014/09/05 22:34:59+00,,,,
106,Baker,201409,59.8,0.017666666666666667,1.0,-117.28501334100001,44.338305915,2014/09/25 03:10:00+00,,,,
107,Baker,201410,50.7,0.035333333333333335,1.0,-118.31901358200001,44.6375058400001,2014/10/02 17:45:00+00,,,0.3,Human
108,Baker,201410,50.7,0.035333333333333335,1.0,-117.54701352200001,45.049205946,2014/10/14 15:52:00+00,,,0.5,Human
109,Baker,201411,32.4,0.091,0.0,,,,,,,
110,Baker,201412,31.6,0.14766666666666667,0.0,,,,,,,
111,Baker,201501,30.6,0.050333333333333334,0.0,,,,,,,
112,Baker,201502,38.1,0.05833333333333333,0.0,,,,,,,
113,Baker,201503,43.3,0.047,1.0,-118.167013563,44.6803058580001,2015/03/09 17:36:59+00,,,0.3,Human
114,Baker,201504,43.8,0.027000000000000003,1.0,-117.92501353600001,44.7653058870001,2015/04/27 22:44:00+00,,,0.5,Human
115,Baker,201504,43.8,0.027000000000000003,1.0,-117.94401352700001,44.69920588000011,2015/04/28 23:10:00+00,,,,
116,Baker,201504,43.8,0.027000000000000003,1.0,-117.92501353600001,44.7653058870001,2015/04/27 22:44:00+00,,,,
117,Baker,201505,53.7,0.08666666666666667,1.0,-117.703413449,44.51460488900009,2015/05/05 16:02:59+00,44.514599,-117.7034,0.1,Natural
118,Baker,201505,53.7,0.08666666666666667,1.0,-116.912013394,44.986106002,2015/05/29 05:00:00+00,,,1.5,Natural
119,Baker,201505,53.7,0.08666666666666667,1.0,-117.607013486,44.802505921000005,2015/05/09 02:23:59+00,44.6927,-117.68,0.1,Undetermined
120,Baker,201505,53.7,0.08666666666666667,1.0,-117.70380944899999,44.514405888999995,2015/05/05 04:01:00+00,44.510899,-117.739304,0.1,Natural
121,Baker,201505,53.7,0.08666666666666667,1.0,-118.08401360399999,44.972805888,2015/05/27 21:07:00+00,,,,
122,Baker,201506,66.3,0.023,1.0,-118.288313547,44.4821068310001,2015/06/08 17:24:30+00,44.518501,-118.343597,0.16,Natural
123,Baker,201506,66.3,0.023,1.0,-118.04531658,44.881406885,2015/06/22 04:06:59+00,44.8736,-118.0868,0.1,Natural
124,Baker,201506,66.3,0.023,1.0,-118.383711609,44.720605840000104,2015/06/16 00:04:16+00,44.717999,-118.39299799999999,0.25,Natural
125,Baker,201506,66.3,0.023,1.0,-117.292410476,45.0498069710001,2015/06/29 17:27:14+00,45.0485,-117.29499799999999,0.1,Natural
126,Baker,201506,66.3,0.023,1.0,-117.068617429,45.02110499,2015/06/24 23:26:59+00,45.0135,-117.07289899999999,0.1,Human
127,Baker,201506,66.3,0.023,1.0,-117.506712499,44.965204943000096,2015/06/09 15:46:16+00,44.983501000000004,-117.502998,0.25,Natural
128,Baker,201506,66.3,0.023,1.0,-117.976013541,44.741705881,2015/06/01 13:50:59+00,,,0.1,Natural
129,Baker,201506,66.3,0.023,1.0,-118.247411594,44.768804856,2015/06/30 02:51:00+00,44.764301,-118.245499,,Undetermined
130,Baker,201506,66.3,0.023,1.0,-117.35951049,45.05840496500011,2015/06/29 17:21:03+00,45.057301,-117.36419699999999,0.37,Natural
131,Baker,201506,66.3,0.023,1.0,-117.99871654200001,44.7277048770001,2015/06/22 22:29:07+00,44.7215,-118.0215,0.1368,Natural
132,Baker,201506,66.3,0.023,1.0,-117.249410445,44.930005965000106,2015/06/05 03:44:38+00,44.928799,-117.2547,0.83,Natural
133,Baker,201506,66.3,0.023,1.0,-117.434812474,44.9053059460001,2015/06/05 22:59:30+00,45.001098999999996,-117.483597,10.5,Undetermined
134,Baker,201507,67.7,0.05366666666666667,1.0,-117.72851346600001,44.582906892,2015/07/01 14:18:00+00,44.595001,-117.676804,4.0,Natural
135,Baker,201507,67.7,0.05366666666666667,1.0,-118.20301359700001,44.822105865,2015/07/08 21:08:47+00,44.8089,-118.2246,0.1,Natural
136,Baker,201507,67.7,0.05366666666666667,1.0,-118.146314498,44.350305834,2015/07/09 00:10:22+00,44.3484,-118.121101,0.1,Natural
137,Baker,201507,67.7,0.05366666666666667,1.0,-118.06611453200001,44.610105862000104,2015/07/19 23:42:12+00,44.614498,-118.067001,1.75,Natural
138,Baker,201507,67.7,0.05366666666666667,1.0,-118.32741353899999,44.3999048210001,2015/07/29 22:30:00+00,44.399899,-118.3274,,Human
139,Baker,201507,67.7,0.05366666666666667,1.0,-117.502813404,44.469705905000104,2015/07/08 23:58:00+00,44.463902000000004,-117.502998,0.11,Natural
140,Baker,201507,67.7,0.05366666666666667,1.0,-118.18831450100001,44.327104828000095,2015/07/10 23:59:31+00,44.335899,-118.192299,0.39,Natural
141,Baker,201507,67.7,0.05366666666666667,1.0,-118.13031549899999,44.374807838,2015/07/09 00:11:12+00,44.3797,-118.122299,0.18,Natural
142,Baker,201507,67.7,0.05366666666666667,1.0,-118.212515595,44.804803863000096,2015/07/10 17:40:44+00,44.804901,-118.2117,1.25,Natural
143,Baker,201507,67.7,0.05366666666666667,1.0,-117.18241743700001,44.950204973999995,2015/07/04 13:12:55+00,44.950199,-117.182404,0.1,Undetermined
144,Baker,201507,67.7,0.05366666666666667,1.0,-118.28601351,44.2819058160001,2015/07/08 23:53:33+00,44.2644,-118.2633,0.1,Natural
145,Baker,201507,67.7,0.05366666666666667,1.0,-117.40321141700001,44.633306927,2015/07/08 22:38:00+00,44.595001,-117.473602,227.0,Natural
146,Baker,201507,67.7,0.05366666666666667,1.0,-117.58861343299999,44.539304902,2015/07/13 21:36:00+00,44.564201000000004,-117.5755,0.1,Natural
147,Baker,201508,67.9,0.005333333333333333,1.0,-118.271215506,44.2753048160001,2015/08/12 17:04:41+00,44.275299,-118.271202,0.1,Natural
148,Baker,201508,67.9,0.005333333333333333,1.0,-117.64311044600001,44.55500589800001,2015/08/11 15:56:00+00,44.555,-117.643097,103811.0,Natural
149,Baker,201508,67.9,0.005333333333333333,1.0,-117.41090948600001,44.98730695400009,2015/08/10 23:47:56+00,44.997101,-117.428101,0.1,Natural
150,Baker,201508,67.9,0.005333333333333333,1.0,-118.275015611,44.830903858999996,2015/08/10 23:56:50+00,44.822102,-118.305702,0.25,Natural
151,Baker,201508,67.9,0.005333333333333333,1.0,-118.49491754799999,44.288507796000005,2015/08/13 22:10:22+00,44.2887,-118.495399,4.0,Natural
152,Baker,201508,67.9,0.005333333333333333,1.0,-117.839216475,44.520604877,2015/08/11 02:00:59+00,44.518902000000004,-117.83429699999999,0.25,Undetermined
153,Baker,201508,67.9,0.005333333333333333,1.0,-117.57091341299999,44.448007897,2015/08/10 22:05:00+00,44.4394,-117.558296,0.25,Natural
154,Baker,201508,67.9,0.005333333333333333,1.0,-118.49091162299999,44.691106827000105,2015/08/13 22:29:31+00,44.686501,-118.48700000000001,0.25,Natural
155,Baker,201508,67.9,0.005333333333333333,1.0,-117.216016324,44.316007920000104,2015/08/03 22:34:59+00,44.34,-117.275803,116.0,Undetermined
156,Baker,201508,67.9,0.005333333333333333,1.0,-117.553213447,44.6476039140001,2015/08/11 04:41:00+00,44.647498999999996,-117.553101,0.11,Natural
157,Baker,201508,67.9,0.005333333333333333,1.0,-117.751913499,44.731805901,2015/08/27 21:51:00+00,44.724899,-117.7575,20.0,Undetermined
158,Baker,201508,67.9,0.005333333333333333,1.0,-117.507513504,44.989705945,2015/08/12 01:02:11+00,44.989899,-117.50810200000001,0.1,Natural
159,Baker,201508,67.9,0.005333333333333333,1.0,-117.88131548,44.508905872000106,2015/08/10 22:57:59+00,44.499699,-117.892303,56331.0,Natural
160,Baker,201508,67.9,0.005333333333333333,1.0,-117.574713496,44.88494593000011,2015/08/11 20:28:00+00,44.884997999999996,-117.574997,1.0,Natural
161,Baker,201508,67.9,0.005333333333333333,1.0,-117.44540949700001,45.0164049530001,2015/08/10 22:38:18+00,45.008202000000004,-117.465897,40.0,Natural
162,Baker,201508,67.9,0.005333333333333333,1.0,-117.335714361,44.399804915000104,2015/08/05 17:35:59+00,44.399899,-117.335701,12024.0,Undetermined
163,Baker,201508,67.9,0.005333333333333333,1.0,-117.49390943,44.6173039170001,2015/08/05 18:56:59+00,44.617199,-117.49389599999999,5.0,Undetermined
164,Baker,201508,67.9,0.005333333333333333,1.0,-118.12521148799999,44.3197038340001,2015/08/10 22:40:00+00,44.3228,-118.120903,0.75,Natural
165,Baker,201508,67.9,0.005333333333333333,1.0,-117.54641551899999,45.030706945000105,2015/08/11 20:50:17+00,44.990101,-117.506599,0.1,Natural
166,Baker,201508,67.9,0.005333333333333333,1.0,-118.166311618,44.966806878999996,2015/08/14 01:33:09+00,44.959499,-118.223,,Natural
167,Baker,201508,67.9,0.005333333333333333,1.0,-117.383013484,45.006305958,2015/08/11 15:58:08+00,45.0054,-117.3817,7.0,Natural
168,Baker,201508,67.9,0.005333333333333333,1.0,-117.552015445,44.640207913999994,2015/08/05 17:41:00+00,44.3974,-117.295097,1.8,Undetermined
169,Baker,201508,67.9,0.005333333333333333,1.0,-117.419614491,45.004606955,2015/08/11 18:04:59+00,45.004799,-117.432503,12716.0,Natural
170,Baker,201508,67.9,0.005333333333333333,1.0,-117.22491235700001,44.4867039330001,2015/08/18 14:42:59+00,44.440899,-117.2351,108.0,Undetermined
171,Baker,201508,67.9,0.005333333333333333,1.0,-117.53231651600001,45.0287079460001,2015/08/12 00:16:35+00,44.989899,-117.50810200000001,0.1,Natural
172,Baker,201508,67.9,0.005333333333333333,1.0,-118.193013555,44.613605850000106,2015/08/10 22:34:27+00,44.6081,-118.2011,0.1,Natural
173,Baker,201508,67.9,0.005333333333333333,1.0,-117.573614513,44.974904938000094,2015/08/10 22:09:52+00,44.976397999999996,-117.568802,0.1,Natural
174,Baker,201509,58.0,0.027666666666666662,1.0,-117.22060942200001,44.834604961000004,2015/09/12 22:25:59+00,44.836498,-117.221603,17823.0,Natural
175,Baker,201509,58.0,0.027666666666666662,1.0,-117.121816451,45.0803049900001,2015/09/12 18:31:31+00,45.082901,-117.13359799999999,0.2,Human
176,Baker,201509,58.0,0.027666666666666662,1.0,-117.50951245600001,44.737005925000105,2015/09/12 19:28:59+00,44.755299,-117.51280200000001,225.0,Undetermined
177,Baker,201510,53.2,0.037333333333333336,1.0,-117.935911525,44.6976068810001,2015/10/02 20:48:06+00,44.694401,-117.922501,0.1,Human
178,Baker,201510,53.2,0.037333333333333336,1.0,-117.52351251,45.009607945,2015/10/30 19:23:36+00,45.018002,-117.4571,0.1,Undetermined
179,Baker,201511,31.8,0.06833333333333333,0.0,,,,,,,
180,Baker,201512,26.7,0.18333333333333326,0.0,,,,,,,
181,Baker,201601,28.0,0.08866666666666667,0.0,,,,,,,
182,Baker,201602,34.6,0.048666666666666664,0.0,,,,,,,
183,Baker,201603,38.9,0.08966666666666666,0.0,,,,,,,
184,Baker,201604,49.5,0.03033333333333333,1.0,-117.734510523,44.878305915000105,2016/04/16 08:00:00+00,44.876701000000004,-117.736298,0.1,Human
185,Baker,201604,49.5,0.03033333333333333,1.0,-118.320913595,44.705415845000104,2016/04/21 20:47:13+00,44.6787,-118.3034,6.0,Human
186,Baker,201605,52.7,0.04133333333333333,1.0,-118.308313555,44.50173583,2016/05/12 22:01:49+00,44.49984,-118.3042,1.1,Natural
187,Baker,201605,52.7,0.04133333333333333,1.0,-118.31761353700001,44.399185822,2016/05/11 19:25:18+00,44.39918,-118.3176,0.42,Undetermined
188,Baker,201606,61.4,0.019666666666666662,1.0,-117.92321353700001,44.7713858880001,2016/06/09 22:17:25+00,44.772459999999995,-117.9173,0.1,Human
189,Baker,201606,61.4,0.019666666666666662,1.0,-117.93691351,44.615445875,2016/06/13 00:21:59+00,44.62695,-117.9032,0.3,Undetermined
190,Baker,201606,61.4,0.019666666666666662,1.0,-117.07611343,45.0193859890001,2016/06/08 14:39:45+00,45.02791,-117.073,0.1,Natural
191,Baker,201606,61.4,0.019666666666666662,1.0,-117.49141349700001,44.97147594500011,2016/06/21 22:02:16+00,44.97595,-117.4223,0.3,Undetermined
192,Baker,201606,61.4,0.019666666666666662,1.0,-118.228613566,44.635705848,2016/06/30 00:02:39+00,44.632659999999994,-118.2293,1.0,Natural
193,Baker,201606,61.4,0.019666666666666662,1.0,-118.02771354,44.688005872000105,2016/06/06 19:32:13+00,44.68953,-118.0266,0.1,Human
194,Baker,201607,65.2,0.02266666666666667,1.0,-117.052613425,45.0134259910001,2016/07/10 01:39:44+00,45.01342,-117.0526,0.1,Natural
195,Baker,201607,65.2,0.02266666666666667,1.0,-117.890913519,44.707815886000006,2016/07/12 22:14:55+00,44.70904,-117.92,0.1,Natural
196,Baker,201607,65.2,0.02266666666666667,1.0,-118.02329151200001,44.5453388610001,2016/07/23 17:56:06+00,44.42573,-118.9696,11.8,Human
197,Baker,201607,65.2,0.02266666666666667,1.0,-118.185213501,44.3290158290001,2016/07/12 20:37:17+00,44.34878,-118.1615,0.1,Natural
198,Baker,201607,65.2,0.02266666666666667,1.0,-118.09481357799999,44.8269558760001,2016/07/30 07:50:00+00,44.826609999999995,-118.0945,0.1,Natural
199,Baker,201607,65.2,0.02266666666666667,1.0,-118.31501353700001,44.400125822000106,2016/07/01 23:42:00+00,44.3488,-118.2019,0.25,Human
200,Baker,201607,65.2,0.02266666666666667,1.0,-118.38281355,44.407545816,2016/07/31 21:26:00+00,44.407540000000004,-118.3828,43799.0,Human
201,Baker,201607,65.2,0.02266666666666667,1.0,-118.30961361600001,44.8259558550001,2016/07/18 15:05:02+00,44.83224000000001,-118.3087,0.1,Natural
202,Baker,201607,65.2,0.02266666666666667,1.0,-117.18741345299999,45.029345979,2016/07/13 00:18:29+00,45.0282,-117.1948,0.1,Natural
203,Baker,201607,65.2,0.02266666666666667,1.0,-117.996113526,44.642635871,2016/07/28 20:25:00+00,44.64912,-118.0017,1.5,Undetermined
204,Baker,201607,65.2,0.02266666666666667,1.0,-117.242113439,44.9074059640001,2016/07/13 22:08:37+00,44.89676,-117.2426,0.1,Natural
205,Baker,201607,65.2,0.02266666666666667,1.0,-116.96361340799999,45.012856000000106,2016/07/10 01:15:42+00,45.01207,-116.9521,0.1,Natural
206,Baker,201608,67.0,0.004,1.0,-118.21171357700001,44.71382585600001,2016/08/07 14:42:56+00,44.73608,-118.2438,0.1,Natural
207,Baker,201608,67.0,0.004,1.0,-118.382613533,44.314005808999994,2016/08/07 16:41:31+00,44.29978,-118.3833,0.25,Natural
208,Baker,201608,67.0,0.004,1.0,-117.696513445,44.502345889,2016/08/06 08:13:00+00,44.493970000000004,-117.6045,11.6,Natural
209,Baker,201608,67.0,0.004,1.0,-117.023913408,44.9500659890001,2016/08/09 19:58:31+00,44.95117,-117.0234,3.5,Natural
210,Baker,201608,67.0,0.004,1.0,-118.229713568,44.6457058490001,2016/08/07 14:21:01+00,44.6553,-118.2295,0.5,Natural
211,Baker,201608,67.0,0.004,1.0,-118.251813563,44.6000358430001,2016/08/01 01:31:00+00,44.58878,-118.2519,14.5,Undetermined
212,Baker,201608,67.0,0.004,1.0,-117.39221339,44.501735918000094,2016/08/06 12:46:59+00,44.48634000000001,-117.4134,104.2,Natural
213,Baker,201608,67.0,0.004,1.0,-117.328313436,44.8083959480001,2016/08/07 16:15:00+00,44.78883,-117.3237,2.5,Natural
214,Baker,201608,67.0,0.004,1.0,-118.23321362899999,44.9614058720001,2016/08/02 19:23:32+00,44.96134,-118.2332,,Human
215,Baker,201608,67.0,0.004,1.0,-118.021313531,44.648565868999995,2016/08/07 18:48:39+00,44.64901,-118.0216,0.5,Natural
216,Baker,201608,67.0,0.004,1.0,-117.225313375,44.58052594,2016/08/07 14:57:00+00,44.597120000000004,-117.2151,1.9,Natural
217,Baker,201608,67.0,0.004,1.0,-118.046013547,44.7100358710001,2016/08/07 17:52:41+00,44.71431,-117.9347,0.1,Natural
218,Baker,201608,67.0,0.004,1.0,-117.988013526,44.653085873000094,2016/08/16 15:26:00+00,44.649190000000004,-117.9816,0.75,Undetermined
219,Baker,201608,67.0,0.004,1.0,-118.286513506,44.2622358140001,2016/08/07 15:46:58+00,44.27857,-118.3029,63.0,Natural
220,Baker,201608,67.0,0.004,1.0,-117.10591338399999,44.747765965,2016/08/06 05:05:00+00,44.81451,-117.1528,1.6,Natural
221,Baker,201608,67.0,0.004,1.0,-117.86111349299999,44.6004858810001,2016/08/18 19:17:00+00,44.60022,-117.8629,0.1,Human
222,Baker,201608,67.0,0.004,1.0,-118.070513562,44.7623458730001,2016/08/07 18:54:38+00,44.76113,-118.0666,0.1,Natural
223,Baker,201608,67.0,0.004,1.0,-118.033913537,44.670095870000104,2016/08/06 23:27:42+00,44.66995,-118.0357,1.25,Natural
224,Baker,201608,67.0,0.004,1.0,-117.513113405,44.460405903,2016/08/07 15:56:59+00,44.458729999999996,-117.5289,1.9,Natural
225,Baker,201608,67.0,0.004,1.0,-117.875713525,44.752785891,2016/08/31 23:26:00+00,44.74554000000001,-117.8881,27.0,Undetermined
226,Baker,201608,67.0,0.004,1.0,-117.384913416,44.64704593,2016/08/07 20:00:59+00,44.64698,-117.3848,319.7,Natural
227,Baker,201608,67.0,0.004,1.0,-117.32041345299999,44.9053059570001,2016/08/08 22:23:59+00,44.90723,-117.3211,0.1,Natural
228,Baker,201609,56.5,0.011000000000000001,1.0,-117.495913498,44.96990594500011,2016/09/25 19:40:24+00,44.9772,-117.4959,0.1,Undetermined
229,Baker,201609,56.5,0.011000000000000001,1.0,-118.084813529,44.577305858,2016/09/05 00:18:15+00,44.579209999999996,-118.0802,0.1,Natural
