,X,Y,FireDiscoveryDateTime,InitialLatitude,InitialLongitude,POOCounty,IncidentSize,FireCause
128292,-121.66421382799999,42.894715396,2020/08/15 22:34:59+00,42.87086,-121.7497,Klamath,0.1,Human
128338,-122.699014117,43.6221053470001,2014/08/13 15:49:00+00,,,Lane,0.1,Natural
128351,-121.635013826,42.9106254000001,2021/05/14 21:26:00+00,42.91107,-121.6329,Klamath,8.3,Undetermined
128362,-118.078313524,44.5575058570001,2020/08/07 00:54:41+00,44.5484,-118.0803,Baker,1.0,Natural
128374,-118.21501358399999,44.747705858000096,2014/06/01 18:53:59+00,,,Baker,0.3,Natural
128391,-121.307513964,43.982475505,2017/07/11 23:35:00+00,43.98658,-121.3132,Deschutes,0.14,Human
128396,-120.72731376700001,43.40849552,2019/06/13 00:14:59+00,43.406420000000004,-120.7242,Lake,0.1,Natural
128416,-119.03471371799999,44.690885773999995,2019/08/14 03:33:03+00,44.69102,-119.0356,Grant,0.1,Natural
128419,-118.35601349299999,44.125005797,2014/07/23 18:56:00+00,,,Grant,0.5,Natural
128428,-121.68501431,45.4479055620001,2015/07/27 20:21:52+00,45.4479,-121.6852,Hood River,0.1,Human
128433,-123.706614004,42.095465155999996,2017/04/03 20:16:59+00,42.095,-123.7056,Josephine,0.1,Human
128434,-117.54281331600001,43.9438958590001,2016/08/07 17:58:59+00,43.9638,-117.4959,Malheur,27.8,Natural
128507,-120.19921347799999,42.206075479,2017/09/07 19:03:09+00,42.18708,-120.1871,Lake,0.1,Natural
128510,-120.638913891,44.1748155820001,2019/08/10 21:11:59+00,44.17483,-120.6371,Crook,1.0,Natural
128537,-121.70531412,44.471125498,2017/06/26 03:53:37+00,44.4875,-121.704,Jefferson,0.1,Natural
128545,-119.40111368299999,44.172303701000004,2015/07/15 22:58:39+00,44.1847,-119.4067,Grant,0.1,Natural
128549,-121.872014204,44.7671055010001,2014/07/13 21:14:59+00,,,Marion,0.1,Natural
128553,-120.27211375,43.731615586000004,2018/07/25 01:25:59+00,43.71966,-120.2652,Deschutes,0.1,Natural
128595,-121.899314389,45.661885553000005,2021/04/12 18:04:00+00,45.66235,-121.9001,Hood River,0.1,Human
128598,-118.529013485,43.9127057640001,2015/08/12 18:51:00+00,43.918,-118.5368,Harney,0.1,Natural
128620,-122.057613867,42.765675351,2017/07/10 22:57:59+00,42.76157,-122.0593,Klamath,0.1,Human
128624,-117.904013527,44.737775887000105,2020/03/13 20:41:00+00,44.32689,-118.3716,Baker,0.1,Human
128638,-117.08521324700001,44.024095908,2018/07/04 19:12:59+00,44.01116,-117.0842,Malheur,183.75,Human
128648,-119.174013841,45.203105798000095,2014/04/07 21:20:59+00,,,Morrow,0.1,Human
128653,-121.71712537399999,45.1895333210001,2020/08/03 22:12:59+00,45.186859999999996,-121.7163,Wasco,0.1,Human
128685,-122.065914278,44.98598549500011,2017/08/07 21:55:35+00,44.99183,-122.0616,Clackamas,0.1,Human
128699,-121.66381374,42.37413536,2019/08/10 16:29:33+00,42.36639,-121.6684,Klamath,0.1,Natural
128711,-119.83581379700001,44.384405675,2017/08/13 22:42:39+00,44.3882,-119.8455,Wheeler,0.1,Natural
128729,-119.171413815,45.071365789,2019/08/06 14:52:26+00,45.07192,-119.1717,Morrow,7.1,Natural
128753,-123.15871392,42.0743452040001,2018/05/08 21:20:32+00,42.09175,-123.1621,Jackson,1.06,Natural
128788,-121.511114048,44.256695503000095,2022/07/04 17:03:59+00,44.25674,-121.51100000000001,Deschutes,0.1,Human
128797,-122.270014285,44.861405467000104,2015/10/12 18:36:00+00,44.8642,-122.2777,Marion,0.1,Human
128813,-120.625613546,42.1986854400001,2022/06/20 21:08:00+00,42.20131,-120.6378,Lake,0.1,Undetermined
128819,-121.03671386100001,43.656885508000094,2020/07/08 21:36:59+00,43.688829999999996,-121.0344,Deschutes,0.1,Human
128866,-121.39351392799999,43.7073354780001,2021/05/30 14:38:00+00,43.71085,-121.3963,Deschutes,0.5,Human
128882,-119.272013695,44.354805727,2014/07/23 13:25:59+00,,,Grant,0.1,Natural
128890,-122.807013971,42.696705277,2014/07/31 00:46:59+00,,,Jackson,,Natural
128900,-121.231013944,43.941405509,2014/10/30 00:20:00+00,,,Deschutes,,
128904,-121.768714004,43.796435448000096,2016/08/06 17:03:59+00,43.70872,-121.775,Deschutes,0.13,Human
128907,-121.730914256,45.142915538000096,2019/07/28 19:17:00+00,45.15075,-121.7449,Clackamas,0.1,Human
128917,-122.33401404799999,43.552505378,2015/10/06 15:46:00+00,43.5497,-122.3387,Lane,0.1,Undetermined
128919,-123.478914012,42.346075193000004,2016/10/02 19:40:00+00,42.346070000000005,-123.4789,Josephine,0.1,Human
128929,-121.586013795,42.774405395,2014/08/13 23:32:00+00,,,Klamath,0.1,Natural
128940,-123.694915836,42.2344268570001,2020/09/05 16:34:00+00,42.23466,-123.6962,Josephine,0.1,Human
128947,-121.14161603299999,44.492505555,2015/09/03 00:20:59+00,44.4925,-121.141602,Jefferson,0.1,Human
128971,-122.310813972,43.145005353,2017/08/13 00:27:43+00,43.153659999999995,-122.3251,Douglas,2.54,Natural
129015,-121.931313831,42.667785355999996,2018/05/03 23:16:59+00,42.72658,-121.946,Klamath,14.0,Human
129037,-122.612013981,42.9289053110001,2014/10/10 18:40:59+00,,,Douglas,,Human
129042,-121.46781373399999,42.5220353880001,2022/08/01 17:40:00+00,42.51316,-121.47200000000001,Klamath,0.1,Natural
129049,-123.68941402600001,42.240895167000104,2017/06/29 17:47:33+00,42.24088,-123.6898,Josephine,0.1,Human
129057,-121.134413985,44.24212553899999,2021/07/01 19:02:00+00,44.24694,-121.1364,Deschutes,0.1,Human
129066,-118.734513375,43.080605678999994,2019/08/10 22:11:00+00,43.16884,-118.7292,Harney,0.25,Natural
129073,-121.992714169,44.4881454710001,2021/07/31 00:14:26+00,44.48975,-121.9885,Linn,0.1,Natural
129089,-120.481813716,43.346905538,2019/08/10 18:24:59+00,43.25908,-120.4722,Lake,0.3,Unknown
129096,-121.50031405700001,44.312635508,2018/05/19 22:57:00+00,44.2984,-121.4872,Deschutes,1.0,Natural
129098,-119.468013862,45.050585758000096,2019/08/06 21:17:42+00,45.05063,-119.4681,Morrow,180.0,Natural
129104,-121.28301375299999,42.808365425,2017/08/23 19:13:42+00,42.80859,-121.2863,Lake,0.1,Natural
129131,-120.87461380799999,43.5044455130001,2022/08/09 19:20:00+00,43.505390000000006,-120.8754,Lake,0.1,Natural
129135,-121.31701393600001,43.820005493000096,2014/12/15 19:08:00+00,,,Deschutes,,
129142,-120.85991362200001,42.4312154360001,2016/08/05 17:05:00+00,42.4312,-120.8601,Lake,0.1,Human
129164,-121.55806426,45.3035555660001,2020/08/04 21:07:00+00,45.30345,-121.5578,Hood River,0.1,Human
129195,-123.575813971,42.0066151620001,2017/09/07 18:04:06+00,42.00666,-123.5739,Josephine,2.0,Natural
129196,-121.18901426299999,45.609705622,2015/07/06 02:29:59+00,,,Wasco,,Human
129207,-117.53841370100001,45.951816015000105,2021/08/06 03:49:24+00,45.93922,-117.509,Wallowa,0.1,Natural
129233,-122.77821385899999,42.050015237,2017/08/07 16:40:38+00,42.05001,-122.7782,Jackson,0.1,Natural
129260,-117.99741339799999,43.9465358160001,2021/07/01 01:25:00+00,43.90268,-117.9598,Malheur,4.6,Natural
129270,-121.63441407799999,44.310615495,2017/07/06 16:34:59+00,44.31061,-121.6344,Deschutes,0.1,Human
129271,-122.53201400299999,43.1252353310001,2017/08/08 20:23:52+00,43.126329999999996,-122.5345,Douglas,2.5,Natural
129292,-121.32931397200001,44.0043755040001,2021/07/12 02:15:43+00,44.00468,-121.3332,Deschutes,0.1,Human
129297,-121.96391416,44.4644754720001,2020/09/05 21:48:00+00,44.460840000000005,-121.9764,Linn,0.1,Human
129307,-118.491696568,44.401022805,2017/08/16 21:24:28+00,44.4165,-118.4991,Grant,0.3,Natural
129334,-119.87261392799999,45.034855717,2019/06/30 14:31:20+00,45.048759999999994,-119.8648,Wheeler,0.25,Natural
129359,-123.27181399700001,42.441025218,2021/07/21 14:15:00+00,42.44227,-123.2735,Josephine,0.1,Human
129363,-121.973013874,42.879305367,2015/08/01 17:37:52+00,42.8861,-121.9658,Klamath,0.1,Natural
129396,-122.752113862,42.094335242000106,2021/06/26 23:18:30+00,42.09227,-122.7538,Jackson,0.1,Natural
129408,-118.68651375,45.172695843999996,2019/09/06 17:41:13+00,45.17306,-118.6873,Umatilla,0.1,Natural
129460,-121.95931384100001,42.7016953560001,2017/06/07 15:11:59+00,42.71205,-122.0648,Klamath,0.25,Undetermined
129475,-118.06531372,45.5776049350001,2015/07/14 21:26:17+00,45.5783,-118.065598,Union,0.1,Undetermined
129476,-118.31841371700001,45.332005892,2017/08/12 20:37:08+00,45.32947,-118.4581,Union,0.25,Natural
129478,-121.70631426,45.185405543000094,2020/07/29 22:20:00+00,45.1738,-121.6858,Wasco,0.1,Human
129539,-117.443113278,43.832906859,2015/07/22 02:34:00+00,43.6329,-117.282501,Malheur,0.1,Undetermined
129559,-120.130913955,44.948185685000105,2017/09/15 00:03:00+00,44.94823,-120.1311,Wheeler,13.5,Human
129596,-122.483014381,45.1756054640001,2014/08/04 21:45:00+00,,,Clackamas,,Human
129641,-122.481813944,42.8297753160001,2021/10/15 17:57:00+00,42.82977,-122.4818,Jackson,0.1,Undetermined
129644,-122.09591439200001,45.527855525000106,2021/08/16 18:27:00+00,45.52412,-122.1671,Multnomah,0.1,Human
129666,-120.17901354799999,42.656575515,2017/08/02 00:29:00+00,42.57743,-120.17,Lake,2.0,Undetermined
129667,-122.67321401299999,43.0617053140001,2018/09/06 17:54:00+00,43.0617,-122.6732,Douglas,0.1,Human
129674,-121.027413633,42.334975414,2019/06/13 16:42:28+00,42.33222,-121.0275,Klamath,0.1,Natural
129688,-121.670914359,45.6952755780001,2020/09/01 23:42:59+00,45.68992,-121.689,Hood River,0.1,Human
129696,-121.603913949,43.6379154530001,2020/08/06 15:02:47+00,43.69614,-121.6115,Deschutes,0.1,Natural
129697,-117.13471359399999,45.792486043000096,2020/08/19 15:05:28+00,45.78225,-117.1142,Wallowa,0.1,Natural
129704,-121.48801394899999,43.738105471000004,2015/04/18 17:13:59+00,,,Deschutes,0.3,Human
129743,-119.67451388100001,44.967515731999995,2021/07/01 14:11:20+00,44.98557,-119.678,Wheeler,0.1,Natural
129754,-122.206114006,43.431945381999995,2022/08/02 01:10:34+00,43.43383,-122.2044,Douglas,0.1,Natural
129763,-120.21001351299999,42.412905494,2015/07/11 01:24:10+00,42.4188,-120.2088,Lake,0.1,Natural
129764,-119.028013699,44.6017857680001,2019/09/06 17:02:06+00,44.628,-119.0509,Grant,0.1,Natural
129774,-118.924113641,44.384375762,2022/10/11 17:45:35+00,44.384440000000005,-118.9243,Grant,0.1,Human
129778,-122.07171402899999,43.6746254110001,2022/08/09 20:41:46+00,43.674620000000004,-122.0717,Lane,0.1,Natural
129784,-118.98471376399999,44.97805579999999,2020/07/29 17:08:16+00,44.971309999999995,-118.9903,Grant,0.1,Natural
129793,-118.47871229799999,42.882406687000106,2015/08/12 13:27:00+00,43.801701,-118.496399,Harney,3.0,Natural
129797,-121.31821391700001,43.7126654850001,2016/09/24 18:26:00+00,43.69065,-121.301,Deschutes,0.1,Human
129798,-121.423013923,43.65450547100001,2022/08/11 02:02:17+00,43.6545,-121.42299999999999,Deschutes,0.25,Natural
129800,-118.046013547,44.7100358710001,2016/08/07 17:52:41+00,44.71431,-117.9347,Baker,0.1,Natural
129812,-121.54371387399999,43.2715954340001,2017/06/28 20:27:47+00,43.27568,-121.5373,Klamath,1.0,Natural
129815,-121.417014009,44.1274055040001,2014/08/13 16:31:59+00,,,Deschutes,0.1,Natural
129816,-122.149013882,42.766105343,2014/08/01 18:04:59+00,,,Klamath,0.3,Natural
129849,-121.41201395799999,43.857705486,2014/07/30 19:05:00+00,,,Deschutes,0.1,Natural
129854,-121.25351367100001,42.3487153950001,2017/08/24 22:08:03+00,42.34908,-121.2511,Klamath,0.1,Natural
129864,-120.16139662200001,43.1094725510001,2021/08/08 16:07:00+00,43.10904,-120.1609,Lake,0.1,Human
129873,-124.073014412,44.106405243000005,2014/07/08 18:30:00+00,,,Lane,,Human
129883,-121.660713975,43.7313954540001,2019/08/30 17:58:15+00,43.72511,-121.6519,Deschutes,0.1,Natural
129886,-117.150411465,45.127904991,2015/09/28 17:58:13+00,45.128101,-117.154999,Wallowa,0.1,Human
129907,-121.852927228,42.657400787,2020/02/13 23:00:59+00,42.658409999999996,-121.8544,Klamath,0.1,Human
129909,-122.22321397,43.213265366,2017/08/20 18:55:16+00,43.21326,-122.2233,Douglas,0.5,Natural
129920,-120.62871376700001,43.5016955360001,2021/08/06 18:39:00+00,43.50241,-120.6285,Lake,0.1,Natural
129921,-121.27901363,42.071035372,2018/07/04 19:08:00+00,42.0859,-121.4379,Klamath,32.5,Human
129927,-121.600814246,45.198445555,2020/07/12 23:15:00+00,45.19823,-121.5982,Wasco,0.1,Human
129954,-121.418013995,44.0534054990001,2015/07/18 21:17:00+00,44.0534,-121.4184,Deschutes,0.1,Human
129965,-121.234813951,43.9728655110001,2018/06/16 18:27:59+00,43.97161,-121.2488,Deschutes,0.1,Human
130071,-118.80934668299999,44.715838798,2019/08/10 21:07:41+00,44.72896,-118.787,Grant,0.1,Natural
130076,-120.59281357799999,42.42934546,2017/06/20 21:11:17+00,42.44737,-120.5802,Lake,1.1,Natural
130115,-122.620214095,43.56698535100001,2021/07/28 00:16:24+00,43.567009999999996,-122.6197,Lane,0.1,Natural
130116,-122.784414968,42.70150528,2015/07/10 00:32:00+00,42.7015,-122.784401,Jackson,0.1,Natural
130142,-121.814114047,43.994875457,2020/08/17 01:26:53+00,44.00208,-121.8176,Deschutes,0.1,Natural
130155,-121.673814011,43.9183054650001,2020/08/10 22:37:14+00,43.9183,-121.6738,Deschutes,0.1,Natural
130156,-122.12711412700001,44.1565754370001,2019/05/31 20:56:50+00,44.16303,-122.1292,Lane,0.4,Natural
130161,-121.08101462,42.2050074000001,2015/07/23 23:28:00+00,42.202099,-121.085701,Klamath,3.5,Natural
130184,-122.63431411,43.63866535500011,2017/08/06 01:44:59+00,43.638659999999994,-122.6343,Lane,0.1,Human
130191,-117.660813498,44.814345917,2018/08/29 20:55:00+00,44.81285,-117.6754,Baker,0.9,Human
130204,-122.289913987,43.248895362,2016/06/13 22:54:00+00,43.248889,-122.38861100000001,Douglas,0.25,Human
130219,-119.302013819,44.978305768999995,2015/06/29 03:00:00+00,,,Grant,840.0,Natural
130244,-121.719153149,45.175422209,2021/07/11 23:32:59+00,45.175290000000004,-121.7068,Wasco,0.1,Human
130258,-122.065414031,43.691335413000004,2022/08/09 20:40:36+00,43.69112,-122.0812,Lane,0.1,Natural
130265,-118.08401370799999,45.498105927,2015/08/11 00:47:33+00,45.0526,-118.0203,Union,,Undetermined
130266,-120.71921387,43.9858075610001,2015/06/28 18:59:59+00,44.0089,-120.715202,Crook,0.1,Natural
130270,-123.84801417799999,43.002985200000104,2021/04/07 15:00:00+00,43.00298,-123.848,Coos,0.1,Undetermined
130284,-121.086213945,44.071935532000104,2021/07/30 00:43:00+00,44.07177,-121.0893,Deschutes,0.1,Natural
130285,-118.42381368299999,45.066125862,2021/07/01 19:19:21+00,45.07035,-118.4275,Union,0.1,Natural
130287,-117.49781358799999,45.43055598000011,2022/08/25 02:01:53+00,45.42966,-117.4966,Wallowa,1.0,Natural
130293,-121.014516932,44.065503538,2016/03/20 16:02:59+00,44.065399,-121.014702,Deschutes,0.5,Undetermined
130299,-119.97151383399999,44.459365667,2021/07/03 17:25:46+00,44.458729999999996,-119.8874,Wheeler,1.0,Natural
130300,-121.18921393299999,43.91530551100001,2016/07/19 02:02:17+00,43.9155,-121.1891,Deschutes,0.1,Natural
130331,-121.770414374,45.687785568,2016/08/29 05:51:59+00,45.687783,-121.77061699999999,Hood River,0.5,Human
130347,-121.681213775,42.564055372,2018/09/02 14:09:00+00,42.56405,-121.6813,Klamath,0.1,Unknown
130362,-122.121014233,44.716035473000005,2020/08/25 05:26:59+00,44.71695,-122.12200000000001,Marion,0.25,Human
130364,-121.480314077,44.433965518,2017/09/08 23:59:23+00,44.42958,-121.5023,Jefferson,5.0,Natural
130370,-121.702513911,43.338715423000096,2019/08/30 20:57:06+00,43.3339,-121.696,Klamath,0.1,Natural
130374,-124.25081432799999,43.512705192000105,2016/08/21 19:38:59+00,43.51272,-124.2507,Coos,,Human
130376,-121.082413947,44.0832055330001,2021/08/02 20:09:00+00,44.083659999999995,-121.0877,Deschutes,0.1,Undetermined
130425,-123.24101392600001,42.0366651940001,2021/07/31 16:57:38+00,42.03672,-123.2413,Josephine,0.1,Natural
130435,-123.40271405200001,42.649445219,2021/07/18 21:01:00+00,42.649440000000006,-123.4027,Josephine,0.3,Human
130439,-120.237113919,44.675525656000005,2019/08/08 16:47:00+00,44.67838,-120.2261,Wheeler,0.1,Natural
130471,-122.55001396200001,42.8733053130001,2014/07/23 01:51:59+00,,,Jackson,0.1,Natural
130473,-121.78721400299999,43.774115445000106,2021/05/17 21:49:59+00,43.75295,-121.7735,Deschutes,0.2,Human
130480,-122.40371414299999,44.010645401000005,2017/08/12 01:35:21+00,44.204370000000004,-122.1089,Lane,0.5,Natural
130487,-123.40331405100001,42.643315219,2021/07/08 23:15:00+00,42.64311,-123.4062,Josephine,0.3,Human
130510,-119.14901381700001,45.103405793,2014/08/31 20:22:00+00,,,Umatilla,0.1,Natural
130513,-121.27601389,43.604305482,2014/07/29 22:47:59+00,,,Lake,0.1,Natural
130522,-121.082213904,43.852915517,2022/08/03 00:05:41+00,43.85357,-121.0965,Deschutes,7.5,Natural
130540,-121.94001388,42.945305374,2014/08/12 18:51:00+00,,,Klamath,0.1,Natural
130546,-121.51001404,44.2152055010001,2014/07/23 16:24:00+00,,,Deschutes,0.2,Natural
130550,-120.953013843,43.628305514,2014/07/02 23:35:00+00,,,Deschutes,0.1,Natural
130556,-122.525014345,44.9620054470001,2015/08/17 23:15:00+00,44.9619,-122.525,Clackamas,,Human
130593,-121.230414274,45.626675619,2021/08/31 22:55:00+00,45.65992,-121.2147,Wasco,14.3,Undetermined
130594,-122.337014293,44.8476054590001,2015/06/29 21:42:00+00,44.8498,-122.3289,Marion,5.0,Undetermined
130597,-120.66671375799999,43.4133155260001,2020/08/25 14:29:59+00,43.40506,-120.6624,Lake,0.1,Natural
130604,-122.117914254,44.8255054800001,2017/07/31 00:01:59+00,44.8228,-122.1189,Marion,0.1,Human
130609,-117.416213688,45.99593603100001,2016/06/09 00:11:12+00,46.00226,-117.4269,Wallowa,,Natural
130613,-120.345313538,42.4279054830001,2020/08/16 13:03:26+00,42.4334,-120.3844,Lake,0.2,Natural
130615,-122.463114019,43.2792753480001,2017/07/19 15:45:00+00,43.29078,-122.4736,Douglas,0.1,Human
130625,-121.662014131,44.564005508,2016/07/18 00:11:27+00,44.58072,-121.6724,Jefferson,0.25,Natural
130634,-121.80741381799999,42.7069553700001,2022/05/24 19:02:00+00,42.706140000000005,-121.8111,Klamath,0.1,Human
130662,-117.06161338700001,44.806085974,2022/08/19 20:29:59+00,44.81609,-117.0869,Baker,225.0,Undetermined
130665,-117.962213728,45.7079759550001,2020/08/19 17:20:45+00,45.70731,-117.9615,Union,0.1,Natural
130666,-122.152913827,42.4375553200001,2020/09/20 15:53:20+00,42.54303,-122.1796,Klamath,0.1,Human
130686,-119.213013569,43.71860568500011,2014/08/01 19:24:00+00,,,Harney,0.3,
130699,-124.090014183,42.8247051660001,2015/08/03 21:46:53+00,42.8245,-124.09100000000001,Coos,1.0,Natural
130722,-122.409614009,43.267725352000106,2018/09/16 23:57:00+00,43.26372,-122.4081,Douglas,0.1,Human
130728,-122.189214027,43.562715392,2017/09/07 19:00:09+00,43.5625,-122.1906,Lane,0.1,Natural
130729,-122.212013955,43.1344053620001,2014/08/08 00:58:00+00,,,Douglas,0.1,Natural
130737,-117.226013475,45.107215982000106,2019/08/29 02:51:59+00,45.1,-117.2163,Wallowa,1.0,Unknown
130765,-121.376013948,43.835705488,2014/07/31 23:55:59+00,,,Deschutes,0.1,Natural
130767,-121.41831399,44.026585497,2020/06/21 20:48:00+00,44.026579999999996,-121.4183,Deschutes,0.1,Human
130779,-123.477814036,42.4921252020001,2020/08/07 01:05:59+00,42.49212,-123.4778,Josephine,0.1,Human
130791,-122.30691395,43.0207953450001,2022/07/31 19:10:59+00,43.02044,-122.3068,Douglas,0.1,Natural
130803,-122.143013794,42.2442053070001,2015/07/20 21:56:59+00,42.2443,-122.1428,Klamath,0.1,Natural
130815,-117.982913109,42.2577756790001,2018/07/24 00:21:59+00,42.2451,-118.0101,Malheur,124.75,Natural
130826,-121.75301428,45.246405543,2015/07/13 17:35:14+00,45.2464,-121.7535,Clackamas,0.1,Human
130832,-124.24741415,42.4994851320001,2019/08/05 02:00:00+00,42.499633,-124.2478,Curry,0.1,Human
130849,-118.90761368700001,44.644495783,2020/08/06 01:06:32+00,44.62401,-118.9168,Grant,0.2,Natural
130858,-117.427013525,45.1779959680001,2019/07/29 00:36:00+00,45.19376,-117.4384,Wallowa,5550.0,Natural
130873,-124.19411435,43.680565207,2018/06/02 00:43:59+00,43.68958,-124.19200000000001,Douglas,0.1,Human
130900,-120.07181368100001,43.53139559,2020/05/29 13:21:00+00,43.557359999999996,-120.0742,Lake,0.1,Natural
130928,-121.305813964,43.98441550500011,2020/09/05 15:36:00+00,43.97186,-121.2733,Deschutes,0.1,Human
130955,-121.219313982,44.155805525000105,2021/06/03 21:49:59+00,44.1558,-121.2193,Deschutes,0.1,Human
130965,-121.29511396,43.970565505,2022/04/09 14:16:59+00,43.97056,-121.2951,Deschutes,0.1,Human
130966,-118.478813604,44.603015821999996,2020/08/06 01:36:17+00,44.6002,-118.4815,Grant,0.1,Natural
130976,-121.117613983,44.2468755410001,2016/10/14 22:36:00+00,44.25472,-121.1173,Deschutes,0.1,Human
130999,-121.981114053,43.8825054330001,2022/08/09 17:39:47+00,43.88211,-121.9807,Lane,0.1,Natural
131027,-120.35701387,44.3092056190001,2014/07/13 22:44:00+00,,,Crook,1.0,Natural
131028,-121.23491395,43.965345510000105,2022/04/28 16:53:00+00,43.971759999999996,-121.2331,Deschutes,0.1,Human
131029,-122.01181411,44.160795448,2017/07/30 21:14:59+00,44.1744,-122.0518,Lane,0.1,Human
131032,-121.741014095,44.3111054840001,2014/07/06 20:50:00+00,,,Deschutes,,Human
131036,-123.52571403799999,42.458815195999996,2021/10/07 22:59:00+00,42.45799,-123.5237,Josephine,0.1,Human
131043,-121.261413645,42.180745382000104,2016/08/30 18:08:00+00,42.158879999999996,-121.3011,Klamath,0.1,Natural
131054,-123.04501391299999,42.1322052180001,2015/08/02 14:21:00+00,42.1344,-123.0419,Jackson,1.8,Natural
131071,-122.292516875,42.594304318000106,2015/08/03 23:45:59+00,42.594398,-122.292603,Jackson,2.0,Natural
131081,-117.731611604,45.294606947,2015/08/10 15:26:22+00,45.291698,-117.810699,Union,0.1,Undetermined
131091,-121.36521369200001,42.3661553860001,2019/06/16 20:23:00+00,42.40579,-121.3396,Klamath,0.25,Human
131140,-120.551916763,43.551206547,2015/07/06 00:27:00+00,43.565102,-120.525497,Lake,0.5,Natural
131146,-118.91031366899999,44.548515776,2016/11/14 21:38:54+00,44.56755,-118.9259,Grant,0.1,Human
131147,-122.08701399,43.441305394,2015/08/01 22:36:52+00,43.4414,-122.0837,Klamath,0.75,Natural
131158,-117.84261310000001,42.3568957000001,2022/08/02 21:42:00+00,42.356759999999994,-117.8419,Malheur,0.1,Natural
131159,-118.746213225,42.149225603000005,2017/08/30 00:19:00+00,43.0672,-118.51299999999999,Harney,134.0,Natural
131165,-120.006513774,44.1085956380001,2017/08/21 23:10:59+00,44.13382,-119.9626,Crook,0.4,Human
131194,-118.923313695,44.672895784,2020/08/11 21:27:27+00,44.67289,-118.9233,Grant,0.1,Natural
131246,-118.299013659,45.0573358730001,2017/07/29 17:15:00+00,45.0238,-118.2658,Union,0.1,Human
131262,-122.06501391799999,43.05100537,2014/08/08 19:24:00+00,,,Klamath,,Natural
131280,-121.45641376299999,42.7037854020001,2019/06/01 23:51:00+00,42.69735,-121.4382,Klamath,293.0,Natural
131323,-119.956713812,44.356095661000005,2019/09/06 01:11:19+00,44.35929,-119.9375,Crook,0.1,Natural
131328,-119.067013685,44.490555756000006,2019/08/10 02:08:31+00,44.46927,-119.0714,Grant,0.1,Natural
131336,-118.69321383799999,45.6052158740001,2019/07/05 23:48:00+00,45.60521,-118.6932,Umatilla,1.0,Unknown
131352,-121.40071399,44.0395554990001,2021/07/29 23:29:40+00,44.04332,-121.3854,Deschutes,1.68,Natural
131363,-120.697313956,44.4697555970001,2018/07/03 19:28:00+00,44.46986,-120.6971,Crook,0.1,Human
131405,-122.386014138,44.0024054020001,2021/07/27 19:24:46+00,44.0017,-122.3888,Lane,0.1,Natural
131407,-121.60701408799999,44.386105502000106,2014/08/01 13:57:00+00,,,Deschutes,0.3,Natural
131408,-121.257814063,44.5490355470001,2019/07/05 04:06:53+00,44.53553,-121.2686,Jefferson,0.1,Human
131412,-122.912014016,42.867405279,2014/07/23 02:51:59+00,,,Douglas,0.1,Natural
131429,-122.328016977,43.157605352000104,2015/08/02 02:09:09+00,43.158297999999995,-122.32579799999999,Douglas,2.65,Natural
131430,-121.283313975,44.0606055120001,2021/07/05 02:00:00+00,44.0606,-121.2833,Deschutes,0.1,Human
131444,-122.218013988,43.318805373000004,2014/08/11 00:46:00+00,,,Douglas,0.3,Natural
131448,-120.811013715,43.0300054850001,2014/07/10 23:35:00+00,,,Lake,,
131461,-121.98001388700001,42.953605371,2014/08/05 19:37:00+00,,,Klamath,0.1,Natural
131483,-121.99051378200001,42.3159553260001,2019/09/05 21:53:00+00,42.31733,-121.9924,Klamath,0.1,Natural
131484,-122.238214006,43.4040853770001,2017/08/19 00:29:00+00,43.40408,-122.2382,Douglas,87.0,Natural
131488,-122.055113992,43.4825154000001,2017/06/30 20:33:12+00,43.47911,-122.0309,Klamath,0.1,Natural
131491,-120.288813887,44.458275636000096,2022/07/26 16:40:00+00,44.45637,-120.2931,Wheeler,0.1,Human
131500,-121.592414067,44.288625497000105,2017/06/24 21:29:00+00,44.34367,-121.6006,Deschutes,0.22,Human
131501,-122.386014172,44.182105413,2014/08/11 16:31:00+00,,,Lane,0.2,Natural
131515,-121.90401396799999,43.481305414000104,2015/06/27 22:43:52+00,43.2186,-121.9123,Klamath,1.0,Natural
131537,-121.52341374,42.5051053820001,2017/07/03 22:21:00+00,42.50833,-121.5155,Klamath,0.1,Undetermined
131547,-119.592013848,44.870225733000005,2020/08/19 17:10:00+00,44.87021,-119.6257,Grant,130.0,Natural
131573,-118.364713634,44.868805853000005,2021/07/01 16:51:53+00,44.8639,-118.3563,Grant,0.1,Natural
131578,-119.203013824,45.091005787,2014/07/14 01:20:00+00,,,Morrow,1.5,Natural
131599,-118.766113775,45.2266258400001,2018/08/17 16:38:40+00,45.23148,-118.7672,Umatilla,8.0,Unknown
131619,-123.545031035,42.422605192,2016/06/29 15:49:00+00,42.431000000000004,-123.5397,Josephine,0.1,Human
131633,-119.88491346299999,42.433865524000105,2020/10/03 12:48:00+00,42.43159,-119.8944,Lake,0.25,Unknown
131642,-121.321013725,42.6054154070001,2017/08/23 15:03:02+00,42.60892,-121.3204,Klamath,0.1,Natural
131645,-121.905713935,43.2927554010001,2018/09/15 19:25:59+00,43.29105,-121.9323,Klamath,1.0,Human
131664,-119.59011383100001,44.785915726999995,2021/07/09 00:09:05+00,44.78582,-119.5791,Grant,0.85,Human
131673,-120.840313592,42.266915426,2019/09/05 21:01:11+00,42.274229999999996,-120.8315,Lake,0.25,Natural
