,X,Y,FireDiscoveryDateTime,InitialLatitude,InitialLongitude,POOCounty,IncidentSize,FireCause,Temperature,Precipitation
4076,-119.991513813,44.3322356560001,2017/10/03 20:13:00+00,44.33223,-119.5898,Crook,0.1,Human,44.5,0.04133333333333333
4077,-119.126513815,45.1101357960001,2018/05/17 15:01:24+00,45.11013,-119.1265,Umatilla,0.1,Natural,58.8,0.055
4078,-121.192714042,44.4949255500001,2017/08/29 17:09:00+00,44.48861,-121.1932,Jefferson,0.1,Human,70.2,0.008666666666666666
4079,-121.801214738,42.228605337,2015/09/10 03:02:25+00,42.2281,-121.8022,Klamath,0.1,Human,55.3,0.015
4080,-117.591013603,45.4178059700001,2014/07/17 22:49:00+00,,,Wallowa,44.0,Natural,68.7,0.012
4081,-120.63141474700001,43.3865065270001,2015/07/27 00:04:00+00,43.3918,-120.605598,Lake,0.1,Natural,65.0,0.043333333333333335
4082,-118.85826368200001,44.66325578900009,2016/06/09 21:14:46+00,44.6633,-118.8582,Grant,0.5,Natural,57.9,0.03233333333333333
4083,-118.000313748,45.774005956000096,2018/10/25 00:42:00+00,45.82615,-118.0029,Union,4.25,Natural,45.5,0.118
4084,-122.282218198,44.4056074370001,2016/04/07 22:51:59+00,44.406101,-122.289703,Linn,,Undetermined,51.7,0.145
4085,-121.886614028,43.828455438999995,2018/06/23 21:10:27+00,43.83319,-121.8854,Deschutes,0.1,Natural,55.3,0.02433333333333333
4086,-119.450113856,45.034655758,2019/08/05 18:56:01+00,45.04378,-119.4502,Morrow,130.0,Natural,69.9,0.01633333333333333
4087,-122.019813759,42.150835312,2018/07/07 00:37:31+00,42.15083,-122.0198,Klamath,0.1,Human,66.2,0.0023333333333333327
4088,-121.715847594,45.182477764000105,2020/08/09 21:17:59+00,45.18242,-121.7156,Wasco,0.1,Human,68.0,0.0013333333333333333
4089,-118.81741379399999,45.2782558380001,2020/08/19 16:25:50+00,45.27512,-118.8081,Umatilla,0.1,Natural,68.7,0.003
4090,-119.22951386,45.24846579500011,2019/08/08 23:19:43+00,45.24846,-119.2295,Morrow,0.1,Natural,69.9,0.01633333333333333
4091,-121.78821373299999,42.208955337000106,2017/06/22 00:26:21+00,42.207,-121.7863,Klamath,0.36,Undetermined,57.5,0.03266666666666666
4092,-121.636614257,45.2263555530001,2018/08/19 02:50:36+00,45.22063,-121.6369,Wasco,0.1,Human,68.6,0.003
4093,-118.24531362799999,44.9456048700001,2015/06/29 00:07:38+00,44.956299,-118.238197,Grant,,Natural,63.2,0.02033333333333333
4094,-121.720014366,45.690705573000095,2015/07/12 05:00:00+00,45.6907,-121.7201,Hood River,0.1,Human,66.0,0.004666666666666667
4095,-121.86981412799999,44.3792454760001,2022/06/29 20:21:00+00,44.3792,-121.8682,Linn,0.1,Human,57.5,0.2
4096,-118.313013539,44.4141058230001,2014/06/01 21:51:00+00,,,Baker,12.0,Natural,57.5,0.03
4097,-122.024813986,43.4746754020001,2019/09/20 01:24:00+00,43.47503,-122.0255,Klamath,0.1,Human,52.4,0.08466666666666668
4098,-121.495513924,43.59601546,2018/05/28 21:43:59+00,44.19741,-120.978,Klamath,0.1,Human,52.2,0.05266666666666667
4099,-118.524013705,45.090905854,2014/08/30 23:16:00+00,,,Union,0.1,Natural,64.0,0.04866666666666666
4100,-123.26441404,42.698115235,2021/09/30 14:45:00+00,42.70267,-123.2578,Josephine,0.1,Human,63.5,0.08733333333333332
4101,-122.717813871,42.1771252510001,2016/06/16 17:25:00+00,42.15458,-122.7164,Jackson,0.1,Human,62.1,0.039
4102,-121.469614021,44.149355500000105,2019/08/11 19:40:00+00,44.16814,-121.4377,Deschutes,0.1,Natural,64.0,0.03266666666666666
4103,-118.033913537,44.6700958700001,2016/08/06 23:27:42+00,44.66995,-118.0357,Baker,1.25,Natural,67.0,0.004
4104,-118.656313571,44.2591257780001,2018/06/22 02:01:53+00,44.27045,-118.6787,Grant,0.1,Natural,55.2,0.045000000000000005
4105,-122.278914088,43.8180054000001,2019/09/08 21:49:27+00,43.81816,-122.3402,Lane,0.2,Natural,58.0,0.19066666666666665
4106,-122.746013873,42.16590524700009,2014/08/17 00:19:00+00,,,Jackson,0.1,Natural,69.5,0.013333333333333334
4107,-120.87541395299999,44.297905568000004,2016/07/04 18:09:26+00,44.2979,-120.8754,Crook,1.0,Human,63.0,0.016
4108,-120.200913759,43.8489056010001,2020/07/28 23:16:00+00,43.98139000000001,-119.805,Crook,0.1,Natural,65.7,0.0033333333333333327
4109,-117.093913269,44.135915916,2017/07/31 21:58:00+00,44.13591,-117.0939,Malheur,27.8,Human,75.8,0.0006666666666666666
4110,-122.13721395600001,43.2084653740001,2021/05/26 23:28:00+00,43.21154,-122.1363,Douglas,0.1,Human,54.4,0.044
4111,-120.59191378700001,43.64575555,2018/07/18 22:18:59+00,43.64628,-120.593,Deschutes,1.0,Natural,65.5,0.0006666666666666666
4112,-121.49701421299999,45.11860556,2014/06/25 19:30:00+00,,,Wasco,0.1,Human,59.2,0.023666666666666662
4113,-121.359913775,42.869585423000004,2020/08/26 04:08:00+00,42.88202,-121.1277,Klamath,0.1,Natural,64.8,0.004
4114,-122.825313885,42.16367524,2019/09/05 21:17:59+00,42.16367,-122.8253,Jackson,0.1,Natural,58.7,0.10766666666666666
4115,-121.363113686,42.3291253840001,2019/08/24 15:53:59+00,42.33307,-121.3597,Klamath,0.1,Human,63.9,0.02433333333333333
4116,-121.26671428899999,45.6711356180001,2020/06/28 20:07:59+00,45.67113,-121.2667,Wasco,14.0,Unknown,59.0,0.03666666666666667
4117,-122.67101385299999,42.1141052510001,2014/07/30 01:56:00+00,42.1055,-122.649,Jackson,0.25,Natural,72.6,0.012666666666666666
4118,-122.16951389100001,42.80079534300009,2022/08/02 18:30:07+00,42.80307,-122.1679,Klamath,0.1,Natural,67.5,0.013999999999999999
4119,-121.04501374799999,43.0029054610001,2014/08/01 17:42:59+00,,,Lake,0.9,Natural,64.2,0.02266666666666667
4120,-118.104810627,45.0723058930001,2015/06/16 21:53:08+00,45.069401,-118.104599,Union,0.1,Natural,63.2,0.02666666666666667
4121,-121.40561404399999,44.322065518,2019/06/30 19:26:04+00,44.31694,-121.4239,Deschutes,0.1,Natural,55.7,0.01633333333333333
4122,-121.928614045,43.882055438000094,2019/08/04 22:53:11+00,43.8712,-121.9188,Deschutes,0.1,Natural,64.0,0.03266666666666666
4123,-122.62991393700001,42.6559752910001,2019/07/11 18:55:00+00,42.65597,-122.6299,Jackson,0.1,Human,66.5,0.0003333333333333333
4124,-120.737013586,42.3340054400001,2015/07/11 20:04:45+00,42.3315,-120.7358,Lake,0.1,Natural,65.0,0.043333333333333335
4125,-121.66631169899999,42.120103341000096,2015/10/03 17:57:40+00,42.120098,-121.666298,Klamath,0.1,Human,51.6,0.034
4126,-122.13001377299999,42.1315053000001,2015/07/22 23:11:42+00,42.1315,-122.1305,Klamath,0.1,Undetermined,64.0,0.034
4127,-122.50401433299999,44.918705447,2015/08/10 01:05:00+00,44.9186,-122.5039,Marion,,Undetermined,66.9,0.042666666666666665
4128,-120.412013905,44.445105623000096,2014/07/23 02:29:00+00,,,Crook,0.1,Natural,69.8,0.012333333333333332
4129,-117.054013061,42.9802258230001,2017/07/19 15:10:00+00,42.99446,-117.08,Malheur,4.0,Human,75.8,0.0006666666666666666
4130,-118.964413781,45.07996581,2020/07/30 02:11:18+00,45.08624,-118.9761,Umatilla,0.1,Natural,68.1,0.0026666666666666666
4131,-118.40491366100001,44.969335856,2021/07/04 22:24:33+00,44.66209,-118.4048,Grant,0.6,Undetermined,70.4,0.009333333333333334
4132,-118.454013819,45.7219059070001,2014/08/25 19:44:00+00,,,Umatilla,4.0,Human,69.3,0.036000000000000004
4133,-121.85971438600001,45.676205558,2018/07/31 22:15:32+00,45.6762,-121.8597,Hood River,0.25,Human,66.1,0.001
4134,-122.054613764,42.1442153080001,2019/05/01 20:30:41+00,42.14796,-122.0606,Klamath,0.42,Unknown,49.0,0.07533333333333332
4135,-118.860013511,43.735805719,2014/07/15 23:05:00+00,,,Harney,3.5,Natural,71.5,0.017
4136,-122.023013761,42.1561053120001,2015/06/15 16:32:29+00,42.1561,-122.023,Klamath,0.1,Undetermined,62.6,0.012666666666666666
4137,-121.845538805,42.6640956460001,2020/04/20 19:05:59+00,42.65318,-121.8483,Klamath,0.1,Human,43.3,0.03133333333333333
4138,-121.974714025,43.734415424000105,2020/09/02 21:13:29+00,43.73846,-121.967,Deschutes,0.25,Natural,59.4,0.016
4139,-117.370913566,45.4355459930001,2019/09/06 23:33:58+00,45.43055,-117.384,Wallowa,0.1,Natural,53.5,0.06133333333333334
4140,-122.677114012,43.052765313000094,2018/08/19 22:04:00+00,43.06013,-122.6839,Douglas,6.27,Human,67.1,0.0023333333333333327
4141,-121.39181395899999,43.87835549,2019/05/16 17:26:00+00,43.87835,-121.3918,Deschutes,0.1,Human,49.3,0.07
4142,-121.197813939,43.942175512000105,2017/07/22 16:34:59+00,43.94214,-121.1977,Deschutes,0.1,Human,66.1,0.001
4143,-120.01821379799999,44.228725646,2016/08/06 04:14:51+00,44.24136,-119.989,Crook,1.5,Natural,65.3,0.0006666666666666666
4144,-122.724714095,43.48087533600009,2021/07/27 21:13:53+00,43.48076,-122.7273,Lane,0.1,Natural,67.6,0.0026666666666666666
4145,-116.521013446,45.623906091,2014/08/04 15:14:59+00,,,Wallowa,36185.0,Natural,64.1,0.05166666666666666
4146,-121.848013778,42.4289453470001,2017/08/09 02:16:31+00,42.42827,-121.8487,Klamath,0.1,Natural,66.8,0.010333333333333332
4147,-118.13521357100001,44.75268586600001,2020/07/07 17:33:29+00,44.80655,-118.1029,Baker,0.5,Natural,66.5,0.0033333333333333327
4148,-122.145014081,43.895005418000004,2014/08/13 18:42:00+00,,,Lane,0.1,Natural,66.6,0.019
4149,-121.38231371200001,42.4712753920001,2018/07/24 19:15:00+00,42.47116,-121.3828,Klamath,38.4,Human,66.2,0.0023333333333333327
4150,-121.182013938,43.9484055140001,2015/06/15 16:34:59+00,43.9504,-121.1732,Deschutes,0.1,Human,62.2,0.010666666666666666
4151,-120.127913869,44.505525655,2021/07/01 00:33:59+00,44.49992,-120.1328,Wheeler,368.0,Natural,73.0,0.005666666666666667
4152,-122.717713871,42.176615251,2016/06/07 16:43:00+00,42.17827,-122.7271,Jackson,0.75,Human,62.1,0.039
4153,-117.093613421,44.9518859820001,2018/06/06 17:59:29+00,44.96495,-117.0758,Baker,1.3,Natural,57.9,0.04
4154,-121.03951367,42.5480454290001,2017/06/26 02:03:59+00,42.50651,-121.0267,Klamath,0.1,Natural,57.5,0.03266666666666666
4155,-120.914013756,43.1745154860001,2017/07/25 02:00:00+00,43.14381,-120.9093,Lake,0.1,Natural,69.2,0.008333333333333333
4156,-121.93901425700001,44.9839055080001,2014/07/16 22:28:59+00,,,Clackamas,0.6,Natural,66.6,0.033666666666666664
4157,-121.853812075,44.11020446,2015/07/10 00:21:31+00,44.110802,-121.853699,Lane,0.1,Natural,67.4,0.008333333333333333
4158,-122.247714345,45.1801154880001,2019/03/19 22:49:09+00,45.1717,-122.2517,Clackamas,0.1,Human,39.9,0.10833333333333334
4159,-120.99761087700001,43.77790652,2016/03/30 16:37:00+00,43.779099,-120.997498,Deschutes,0.1,Human,36.8,0.10533333333333332
4160,-119.24771357200001,43.7007856800001,2020/11/23 18:30:00+00,43.70078,-119.2477,Harney,0.1,Human,35.6,0.05266666666666667
4161,-119.500113646,43.87499566899999,2022/11/01 17:23:00+00,43.87534,-119.5048,Harney,0.1,Human,28.0,0.03833333333333333
4162,-117.81791373700001,45.880585982000106,2021/08/07 07:41:48+00,45.87932,-117.8173,Wallowa,0.1,Natural,62.7,0.026
4163,-123.67701403,42.27800517,2019/09/16 23:55:59+00,42.27905,-123.6877,Josephine,0.1,Human,59.4,0.11533333333333333
4164,-122.01201387100001,42.8303053600001,2014/07/30 14:34:00+00,,,Klamath,3.0,Natural,67.7,0.012666666666666666
4165,-118.06141441700001,43.9892068140001,2015/08/11 15:21:59+00,43.989201,-118.061401,Malheur,34744.0,Undetermined,70.7,0.034666666666666665
4166,-118.22311356899999,44.656945850000106,2019/08/10 17:14:46+00,44.66199,-118.2224,Baker,0.1,Natural,68.2,0.017
4167,-120.80541358200001,42.2435054270001,2017/07/24 13:53:05+00,42.24572,-120.8123,Lake,0.25,Natural,69.2,0.008333333333333333
4168,-118.45941344399999,43.748435758,2016/09/20 20:41:00+00,43.74837,-118.4594,Harney,,Human,56.2,0.010666666666666666
4169,-122.298914107,43.904385403999996,2017/06/26 23:50:33+00,43.9,-122.3001,Lane,0.1,Natural,58.9,0.078
4170,-120.396613889,44.37536562,2018/07/04 02:58:59+00,44.36938,-120.3947,Crook,0.25,Human,68.2,0.001
4171,-121.52161410299999,44.5367455210001,2022/08/02 02:36:28+00,44.54477,-121.5216,Jefferson,0.4,Natural,71.8,0.0026666666666666666
4172,-121.579713967,43.7610954640001,2019/07/12 15:11:00+00,43.75418,-121.5733,Deschutes,0.77,Human,61.0,0.009000000000000001
4173,-116.779113403,45.1594160290001,2019/09/07 15:34:53+00,45.17794,-116.771,Wallowa,0.1,Natural,53.5,0.06133333333333334
4174,-121.15841385600001,43.5154054870001,2016/05/08 20:55:16+00,43.53792,-121.1423,Lake,2.6,Natural,50.2,0.07133333333333333
4175,-123.12091400899999,42.6442352450001,2019/11/17 22:05:59+00,42.64144,-123.1305,Jackson,3.0,Human,45.3,0.047
4176,-116.71401351,45.764606083000004,2014/06/13 19:30:00+00,,,Wallowa,3.0,Natural,54.3,0.07166666666666667
4177,-119.854213914,44.9796257150001,2021/07/01 03:34:15+00,45.01743,-119.7591,Wheeler,0.1,Natural,73.0,0.005666666666666667
4178,-120.863913952,44.3006155690001,2022/07/01 21:09:20+00,44.30061,-120.8639,Crook,0.1,Human,69.7,0.009333333333333334
4179,-121.434613985,43.983235492000105,2021/05/31 21:56:00+00,43.9718,-121.4143,Deschutes,0.1,Human,48.4,0.027666666666666662
4180,-123.02701396299999,42.4569052410001,2014/09/23 21:08:00+00,42.4569,-123.0268,Jackson,0.1,Human,64.7,0.07166666666666667
4181,-122.869613872,42.042615228,2022/07/27 20:02:44+00,42.04561,-122.8721,Jackson,0.25,Natural,71.0,0.015333333333333334
4182,-118.246613575,44.6668058490001,2017/09/02 23:45:59+00,44.64757,-118.2428,Baker,4.0,Human,58.8,0.02333333333333333
4183,-121.624713974,43.756345458999995,2018/08/04 17:44:00+00,43.76848,-121.632,Deschutes,0.1,Human,63.2,0.0023333333333333327
4184,-123.35901395200001,42.090675186999995,2018/09/13 15:27:59+00,42.08944,-123.3559,Josephine,0.25,Natural,60.9,0.006999999999999999
4185,-118.070513562,44.7623458730001,2016/08/07 18:54:38+00,44.76113,-118.0666,Baker,0.1,Natural,67.0,0.004
4186,-119.30811352200001,43.362045648999995,2020/02/21 19:57:00+00,43.36065,-119.3062,Harney,133.0,Human,32.7,0.01833333333333333
4187,-122.48021387,42.390535287,2017/08/14 22:34:59+00,42.38984,-122.475,Jackson,0.1,Human,72.0,0.010333333333333332
4188,-118.666713625,44.538565799,2019/08/11 01:56:14+00,44.5419,-118.6636,Grant,0.1,Natural,64.9,0.024
4189,-121.945813727,42.022335309,2019/08/12 20:50:00+00,42.0459,-121.9235,Klamath,0.1,Natural,63.9,0.02433333333333333
4190,-120.53811353200001,42.196195448000005,2021/06/29 00:51:00+00,42.20117,-120.5412,Lake,0.1,Human,64.5,0.016
4191,-122.288014007,43.36290537000011,2014/08/11 13:38:00+00,,,Douglas,0.5,Natural,68.4,0.011
4192,-117.384113644,45.80994602,2017/08/13 01:18:59+00,45.80994000000001,-117.3848,Wallowa,0.1,Natural,67.3,0.009333333333333334
4193,-121.932014287,45.1375055180001,2014/08/12 23:34:00+00,,,Clackamas,0.3,Natural,66.1,0.039
4194,-122.324013881,42.5999953150001,2017/08/10 17:38:29+00,42.59779,-122.3052,Jackson,0.1,Natural,72.0,0.010333333333333332
4195,-117.129682205,43.7424548810001,2021/04/02 21:10:00+00,43.74375,-117.1369,Malheur,23.0,Human,47.0,0.034
4196,-118.749413859,45.6582658720001,2021/03/28 02:45:00+00,45.8208,-118.7428,Umatilla,1.0,Unknown,41.6,0.035
4197,-121.519813964,43.795945472,2018/06/28 16:28:59+00,43.7978,-121.4957,Deschutes,0.1,Human,55.3,0.02433333333333333
4198,-118.70123652299999,44.0321984070001,2021/08/03 00:19:42+00,44.02665,-118.8048,Harney,0.1,Natural,66.8,0.0026666666666666666
4199,-119.126013609,44.02602571600001,2017/10/16 16:30:00+00,44.0219,-119.1259,Grant,0.1,Human,42.9,0.06866666666666668
4200,-123.490914246,43.67524527500011,2022/10/10 22:50:59+00,43.67524,-123.491,Douglas,16.1,Human,58.2,0.071
4201,-119.825013791,44.364105673999994,2014/07/31 23:09:00+00,,,Wheeler,0.1,Natural,71.2,0.011666666666666664
4202,-121.845013798,42.5510953560001,2022/09/03 22:31:00+00,42.5508,-121.846,Klamath,2.0,Undetermined,59.5,0.02866666666666667
4203,-118.561813624,44.6309058160001,2019/07/23 23:57:46+00,44.65602,-118.5222,Grant,0.1,Natural,62.6,0.007666666666666667
4204,-121.78031399700001,43.747425443999994,2019/08/17 14:18:00+00,43.75295,-121.7733,Deschutes,0.1,Human,64.0,0.03266666666666666
4205,-120.776013923,44.225605572000106,2014/07/03 20:19:59+00,,,Crook,0.1,Natural,69.8,0.012333333333333332
4206,-117.94901372700001,45.7144059560001,2014/08/18 15:27:00+00,,,Union,0.3,Natural,64.0,0.04866666666666666
4207,-123.909314469,44.529145283999995,2022/08/14 20:37:00+00,44.52909,-123.9089,Lincoln,0.25,Human,66.3,0.004666666666666667
4208,-124.18471433100001,43.585125202,2022/09/06 18:00:00+00,43.59,-124.1935,Coos,0.1,Human,63.5,0.037000000000000005
4209,-119.124213585,43.8918057060001,2022/09/21 14:39:44+00,43.89587,-119.0859,Harney,0.25,Natural,63.0,0.006999999999999999
4210,-121.11681399,44.284455543,2020/07/18 16:25:00+00,44.29816,-121.1168,Deschutes,0.1,Human,63.1,0.0016666666666666668
4211,-118.851513647,44.488705777000106,2020/08/06 05:52:29+00,44.49811,-118.8677,Grant,0.1,Natural,65.1,0.006666666666666667
4212,-118.502213599,44.5564658160001,2017/08/10 00:08:34+00,44.562,-118.5065,Grant,0.1,Natural,67.6,0.008333333333333333
4213,-121.678914086,44.31512549100009,2022/07/17 18:11:00+00,44.31512,-121.6789,Deschutes,0.1,Human,67.0,0.009666666666666664
4214,-116.984413413,45.0146659980001,2017/08/12 03:28:35+00,45.01466,-116.9844,Baker,0.1,Natural,70.5,0.012333333333333332
4215,-120.51821391600001,44.412625610000106,2021/03/28 01:25:00+00,44.41351,-120.5006,Crook,0.1,Human,37.4,0.010333333333333332
4216,-121.269514034,44.3886955360001,2018/03/31 19:28:59+00,44.38869,-121.2695,Deschutes,0.1,Human,34.6,0.059
4217,-121.678014266,45.23800555,2015/07/10 22:14:25+00,45.238,-121.6784,Wasco,0.1,Human,70.7,0.004333333333333333
4218,-122.645014026,43.163005323,2014/08/12 17:16:00+00,,,Douglas,2.0,Natural,68.4,0.011
4219,-118.180413407,43.8170957890001,2019/08/10 04:12:00+00,43.81019000000001,-118.179,Malheur,0.1,Natural,70.8,0.02266666666666667
4220,-122.41601396200001,42.9934053330001,2014/08/10 02:42:59+00,,,Douglas,0.3,Natural,68.4,0.011
4221,-121.52331374,42.5044353820001,2017/08/13 04:29:31+00,42.50112,-121.5204,Klamath,0.1,Human,66.8,0.010333333333333332
4222,-121.064414166,45.233445611,2018/04/24 21:43:00+00,45.26515,-121.0214,Wasco,0.1,Human,45.9,0.06533333333333333
4223,-122.031813967,43.360905394,2017/08/12 01:57:42+00,43.36096,-122.032,Klamath,0.25,Natural,66.8,0.010333333333333332
4224,-121.11471398200001,44.2423955410001,2016/10/31 16:27:00+00,44.24239,-121.1147,Deschutes,0.1,Human,43.7,0.168
4225,-118.97121379200001,45.131945813000094,2018/10/01 21:08:00+00,45.13009,-118.9621,Umatilla,19.5,Human,48.9,0.08933333333333332
4226,-117.696813365,44.063885854,2022/09/08 00:27:00+00,44.07183,-117.7269,Malheur,37.25,Natural,65.4,0.024
4227,-118.396313673,45.040275862,2020/08/06 01:08:22+00,45.03625,-118.3955,Union,0.25,Natural,64.4,0.006333333333333333
4228,-118.483913482,43.9410457700001,2022/08/04 22:57:59+00,43.95495,-118.7142,Harney,1705.0,Natural,72.3,0.013333333333333334
4229,-117.43201358,45.448995988,2018/07/22 21:16:28+00,45.4188,-117.4198,Wallowa,0.1,Unknown,66.0,0.002
4230,-123.018214016,42.775565263000004,2021/08/02 14:03:00+00,42.77556,-123.0182,Douglas,0.1,Natural,67.5,0.005666666666666667
4231,-118.60941382899999,45.6344158850001,2017/08/19 22:04:00+00,45.63441,-118.6094,Umatilla,0.25,Human,71.2,0.006333333333333333
4232,-121.97501424100001,44.875605496999995,2014/07/16 21:58:00+00,,,Marion,0.1,Natural,68.1,0.027666666666666662
4233,-118.21021365799999,45.134495888000096,2021/09/21 22:41:00+00,45.15997,-118.2136,Union,0.1,Human,56.2,0.040999999999999995
4234,-120.856013786,43.3961055070001,2014/08/01 03:40:00+00,,,Lake,0.3,,64.2,0.02266666666666667
4235,-118.48001373299999,45.267995871000004,2020/07/30 19:25:59+00,45.25819,-118.4778,Union,1.0,Natural,63.0,0.004666666666666667
4236,-121.106014157,45.1550056020001,2014/08/28 19:31:59+00,,,Wasco,,Human,69.2,0.018000000000000002
4237,-118.225613629,44.97221587399999,2017/09/09 01:27:40+00,44.97368,-118.237,Baker,0.1,Natural,58.8,0.02333333333333333
4238,-121.448013975,43.91830548700009,2015/03/17 00:43:00+00,,,Deschutes,,Human,42.4,0.060666666666666674
4239,-121.424013657,42.091105361000096,2015/07/06 21:01:00+00,42.1007,-121.3596,Klamath,0.25,Undetermined,64.0,0.034
4240,-121.765914265,45.1608955360001,2021/07/29 16:33:00+00,45.1142,-121.8053,Clackamas,6.0,Human,66.9,0.0
4241,-119.57951205299999,45.897504805,2016/03/11 18:03:00+00,45.897499,-119.579498,Morrow,0.16,Human,43.7,0.05666666666666665
4242,-120.193716741,43.7563075950001,2015/08/05 22:15:00+00,43.751801,-120.190903,Crook,42.0,Natural,66.1,0.0013333333333333333
4243,-120.364013913,44.531705634,2015/08/24 16:34:59+00,44.53100000000001,-120.3642,Wheeler,0.1,Human,67.6,0.0026666666666666666
4244,-123.060013982,42.538005244000004,2014/08/21 21:52:00+00,42.538,-123.0596,Jackson,1.0,Undetermined,69.5,0.013333333333333334
4245,-122.13761380700001,42.3306153140001,2019/08/15 23:42:47+00,42.32633,-122.1262,Klamath,0.25,Natural,63.9,0.02433333333333333
4246,-124.23011432,43.4882251920001,2018/09/09 19:56:50+00,43.48822,-124.2301,Coos,0.1,Human,60.3,0.02033333333333333
4247,-120.908814173,45.3938356370001,2017/08/12 16:02:00+00,45.36708,-120.8974,Wasco,362.0,Natural,72.5,0.006999999999999999
4248,-123.063013911,42.1052052150001,2015/08/02 02:34:17+00,42.1052,-123.0633,Jackson,0.5,Natural,68.9,0.006333333333333333
4249,-122.480613944,42.829375316,2021/08/27 18:11:39+00,42.81219,-122.4786,Jackson,3.5,Natural,69.0,0.0016666666666666668
4250,-123.26071403799999,42.691345235,2020/10/26 16:17:00+00,42.69134,-123.2607,Josephine,0.1,Unknown,57.1,0.037000000000000005
4251,-117.35381327799999,43.9252058750001,2021/04/09 19:31:59+00,43.91558,-117.3535,Malheur,5.0,Human,47.0,0.034
4252,-121.464013816,43.01079542300001,2020/06/11 19:51:48+00,42.88645,-121.4367,Klamath,2.11,Natural,55.2,0.03133333333333333
4253,-118.406813515,44.192705796999995,2017/07/26 00:12:37+00,44.15007,-118.4161,Grant,0.1,Natural,68.6,0.0026666666666666666
4254,-118.18791328,43.078005729,2016/08/07 13:38:59+00,43.04926,-118.2042,Malheur,0.75,Natural,69.9,0.007666666666666667
4255,-123.504314049,42.542885203000004,2021/07/16 23:13:00+00,42.70522,-122.7905,Josephine,0.3,Human,72.4,0.009000000000000001
4256,-117.86111349299999,44.6004858810001,2016/08/18 19:17:00+00,44.60022,-117.8629,Baker,0.1,Human,67.0,0.004
4257,-121.513413843,43.1203054260001,2018/11/19 19:04:00+00,43.11625,-121.5178,Klamath,26.4,Human,37.6,0.081
4258,-122.184014012,43.4842053880001,2014/08/10 22:34:59+00,,,Lane,3.0,Natural,66.6,0.019
4259,-123.61081434200001,44.0944352880001,2022/08/01 16:12:59+00,44.09441,-123.6106,Lane,0.1,Human,68.2,0.0033333333333333327
4260,-122.52301411799999,43.7781053740001,2015/06/22 15:27:00+00,43.7753,-122.5264,Lane,0.1,Human,64.0,0.021
4261,-118.02371351,44.53168586,2017/07/28 22:31:30+00,44.5391,-118.0168,Baker,0.1,Natural,71.8,0.0026666666666666666
4262,-122.084514009,43.5491154010001,2017/09/07 17:46:31+00,43.54933,-122.0799,Klamath,1.0,Natural,56.1,0.03266666666666666
4263,-122.34121420700001,44.4005254310001,2016/08/13 18:07:00+00,44.39524,-122.3508,Linn,0.1,Human,66.0,0.007666666666666667
4264,-120.912799015,44.155039531999996,2020/05/17 22:57:00+00,44.15513,-120.9124,Crook,0.1,Human,51.0,0.059333333333333335
4265,-121.328513856,43.36497546,2016/05/17 19:59:54+00,43.3647,-121.3304,Lake,0.1,Undetermined,50.2,0.07133333333333333
4266,-116.833613525,45.729026068000096,2020/08/19 14:13:31+00,45.19638,-116.8284,Wallowa,0.1,Natural,64.4,0.007333333333333333
4267,-122.16201386600001,42.6629053340001,2014/08/09 22:09:59+00,,,Klamath,0.3,Natural,63.0,0.018666666666666668
4268,-117.482913699,45.991896024,2018/10/19 23:12:57+00,45.99349,-117.4577,Wallowa,26.5,Human,44.5,0.101
4269,-121.422113993,44.035275497,2017/07/07 20:29:00+00,44.03533,-121.4222,Deschutes,0.1,Human,66.1,0.001
4270,-117.408213108,42.878235783,2017/09/25 23:42:00+00,42.88037,-117.7551,Malheur,44.3,Human,60.2,0.14466666666666667
4271,-118.377513568,44.510605823999995,2022/08/06 18:22:36+00,44.51538,-118.3776,Grant,0.1,Natural,69.2,0.009333333333333334
4272,-121.83431407200001,44.108435461999996,2018/08/29 00:51:46+00,44.10278,-121.8769,Lane,0.1,Natural,65.6,0.004333333333333333
4273,-120.609413924,44.3743955990001,2020/05/04 22:15:32+00,44.35489000000001,-120.6548,Crook,0.1,Natural,51.0,0.059333333333333335
4274,-120.518110545,42.299203457,2015/07/07 21:56:00+00,42.298801,-120.517799,Lake,0.1,Natural,65.0,0.043333333333333335
4275,-121.898014071,44.04970545200009,2014/08/06 00:39:00+00,,,Lane,0.2,Natural,66.6,0.019
4276,-121.989014253,44.9230054990001,2014/09/13 16:14:00+00,,,Clackamas,3.0,Natural,61.0,0.05466666666666666
4277,-122.050014064,43.883505426999996,2015/07/10 00:47:15+00,43.8842,-122.0499,Lane,0.1,Natural,67.4,0.008333333333333333
4278,-119.081313693,44.517275757,2017/08/29 01:54:00+00,44.51724,-119.0797,Grant,0.1,Natural,67.6,0.008333333333333333
4279,-119.846913601,43.29420559400009,2016/07/28 01:41:00+00,43.3466,-119.8049,Harney,0.25,Human,66.2,0.008333333333333333
4280,-116.68231346200001,45.55568607,2021/08/22 23:58:14+00,45.5556,-116.6825,Wallowa,0.25,Natural,62.7,0.026
4281,-121.12571385,43.51276549,2018/06/21 19:24:19+00,43.49454,-121.1422,Lake,0.3,Natural,57.2,0.023
4282,-124.14401436899999,43.82194522,2020/09/15 23:54:00+00,43.8172,-124.1527,Douglas,0.1,Human,65.1,0.04533333333333334
